r0	r1	r2	r3	r4	r5	r6	r7	r8	r9	g0	g1	g2	g3	g4	g5	g6	g7	g8	g9	b0	b1	b2	b3	b4	b5	b6	b7	b8	b9	a0	a1	a2	a3	a4	a5	a6	a7	a8	a9
0.44050336	0.013800814	-1.0723724	1.219586	-1.969776	-1.5602008	1.3355415	0.6567127	1.9529449	-1.443478	2.477965	-3.914626	-3.9969826	2.6107988	2.921939	1.7984782	1.8566059	1.8138143	2.2131312	2.9367657	-0.9283493	2.1011167	-0.89319587	1.7110043	1.8980213	-1.6823511	1.7281437	0.9636364	0.51034105	-1.9812226	1	1	1	1	1	1	1	1	1	1
0.44046363	0.013852443	-1.0723825	1.2196711	-1.9697793	-1.5602505	1.3355978	0.65666807	1.953047	-1.4435443	2.4662435	-3.9310284	-4.0133586	2.600112	2.9161134	1.7840735	1.8423171	1.7994334	2.2000036	2.931419	-0.928353	2.10117	-0.8933455	1.7111534	1.8977951	-1.6823074	1.7280903	0.9635933	0.5103043	-1.9813226	1	1	1	1	1	1	1	1	1	1
0.44042295	0.013906472	-1.7727735	1.2197531	-1.9697822	-1.560297	1.3356476	0.65662193	1.9531469	-1.4436146	2.4544404	-3.9474301	3	2.5893328	2.910111	1.7696311	1.8279897	1.7850164	2.18681	2.9258895	-0.92835337	2.1012192	2.9334562	1.7113109	1.8975619	-1.6822649	1.7280294	0.9635442	0.5102719	-1.9814277	1	1	0	1	1	1	1	1	1	1
0.4403818	0.0139635615	-1.7727712	1.2198334	-1.9697851	-1.560339	1.3356922	0.65657276	1.9532443	-1.4436883	2.4425602	-3.9638288	2.9997253	2.5784597	2.9039352	1.7551485	1.8136264	1.7705624	2.1735532	2.9201808	-0.9283517	2.1012635	2.9334548	1.7114751	1.8973231	-1.6822243	1.727962	0.9634887	0.51024264	-1.9815377	1	1	1	1	1	1	1	1	1	1
0.44034052	0.014025287	-1.7727667	1.2199138	-1.969788	-1.5603757	1.3357332	0.65651965	1.9533391	-1.4437646	2.4306078	-3.980221	2.9991806	2.567491	2.89759	1.7406254	1.7992332	1.7560718	2.1602392	2.9142964	-0.92834973	2.1013043	2.933452	1.7116445	1.8970802	-1.6821854	1.7278905	0.96342736	0.51021516	-1.9816525	1	1	1	1	1	1	1	1	1	1
0.44029942	0.01409271	-1.7727599	1.2199976	-1.9697913	-1.5604076	1.3357729	0.65646243	1.9534316	-1.4438426	2.4185865	-3.996605	2.99837	2.5564272	2.8910787	1.7260644	1.7848172	1.7415469	2.1468759	2.9082396	-0.92834884	2.1013434	2.9334476	1.7118168	1.8968347	-1.6821475	1.7278184	0.9633616	0.5101885	-1.981772	1	1	1	1	1	1	1	1	1	1
0.44025892	0.014165051	-1.7727509	1.2200881	-1.9697955	-1.5604358	1.335813	0.6564012	1.9535223	-1.4439219	2.406498	-4.0129824	2.997298	2.54527	2.884405	1.7114692	1.7703805	1.7269909	2.1334705	2.9020135	-0.92834955	2.1013823	2.9334419	1.7119895	1.8965884	-1.68211	1.7277485	0.9632935	0.510163	-1.9818956	1	1	1	1	1	1	1	1	1	1
0.4402198	-1.050017	-1.7727396	1.2201875	-1.969801	-1.5604614	1.3358544	0.65633696	1.9536115	-1.4440019	2.394342	3	2.9959688	2.5340219	2.877571	1.6968415	1.7559185	1.712408	2.1200259	2.895621	-0.928352	0.24930187	2.9334347	1.7121607	1.896343	-1.6820728	1.7276825	0.9632252	0.51013947	-1.9820228	1	0	1	1	1	1	1	1	1	1
0.44018298	-1.0500201	-1.7727262	1.2202971	-1.9698081	-1.5604867	1.3358967	0.65627074	1.9536989	-1.4440825	2.382117	2.999721	2.9943864	2.5226858	2.8705792	1.6821845	1.741423	1.6978	2.1065383	2.8890648	-0.92835605	0.24930426	2.933426	1.712329	1.8961	-1.682036	1.7276198	0.9631584	0.51011896	-1.9821527	1	1	1	1	1	1	1	1	1	1
0.44014904	-1.0500263	-1.7727107	1.2204163	-1.9698174	-1.560514	1.3359393	0.6562027	1.9537839	-1.4441638	2.3698213	2.9991677	2.992555	2.5112648	2.8634312	1.6675003	1.7268877	1.6831652	2.0930011	2.882347	-0.92836154	0.24930899	2.9334152	1.712494	1.895861	-1.6819996	1.7275589	0.963094	0.5101024	-1.9822845	1	1	1	1	1	1	1	1	1	1
0.4401173	-1.0500355	-1.772693	1.2205433	-1.969829	-1.5605446	1.3359814	0.6561314	1.9538655	-1.4442462	2.3574536	2.9983444	2.9904783	2.4997609	2.856128	1.6527898	1.7123103	1.6684991	2.079411	2.8754702	-0.92836803	0.249316	2.9334023	1.7126564	1.8956271	-1.6819627	1.7274978	0.9630318	0.5100894	-1.9824175	1	1	1	1	1	1	1	1	1	1
0.4400874	-1.0500475	-1.7726734	1.2206752	-1.9698429	-1.5605768	1.3360223	0.6560543	1.9539428	-1.4443305	2.345014	2.997256	2.98816	2.4881756	2.8486707	1.6380533	1.6976929	1.6537994	2.0657682	2.8684354	-0.9283755	0.24932528	2.933387	1.7128167	1.8953992	-1.6819248	1.7274349	0.96297175	0.5100786	-1.9825506	1	1	1	1	1	1	1	1	1	1
0.44005936	-1.0500624	-1.7726518	1.2208093	-1.9698591	-1.5606072	1.3360606	0.6559695	1.9540149	-1.4444177	2.332504	2.995907	2.9856038	2.47651	2.841061	1.6232898	1.6830413	1.6390662	2.0520756	2.861244	-0.9283838	0.24933678	2.9333692	1.7129754	1.8951783	-1.681885	1.7273682	0.9629132	0.5100684	-1.9826834	1	1	1	1	1	1	1	1	1	1
0.4400333	-1.0500802	-1.7726284	1.2209436	-1.9698774	-1.5606337	1.3360946	0.65587604	1.9540812	-1.4445091	2.3199253	2.9943023	2.9828134	2.4647634	2.8333018	1.608498	1.668363	1.6243035	2.0383382	2.8538973	-0.9283926	0.24935053	2.9333484	1.7131318	1.8949654	-1.6818429	1.7272964	0.96285385	0.5100572	-1.9828154	1	1	1	1	1	1	1	1	1	1
0.4400098	-1.0501007	-1.7726034	1.2210768	-1.9698973	-1.5606562	1.336123	0.655775	1.9541411	-1.4446057	2.3072789	2.992446	2.979792	2.4529352	2.8253956	1.5936792	1.653663	1.6095167	2.024562	2.846397	-0.9284009	0.24936654	2.9333243	1.7132853	1.8947616	-1.6817988	1.7272187	0.96279037	0.51004344	-1.9829463	1	1	1	1	1	1	1	1	1	1
0.4399897	-1.0501238	-1.7725769	1.2212094	-1.9699184	-1.5606756	1.3361459	0.6556694	1.9541947	-1.4447086	2.2945647	2.9903429	2.9765437	2.4410264	2.8173456	1.5788345	1.6389432	1.5947092	2.0107505	2.8387446	-0.92840827	0.24938482	2.9332964	1.7134355	1.8945677	-1.681753	1.7271367	0.9627202	0.5100261	-1.9830759	1	1	1	1	1	1	1	1	1	1
0.43997282	-1.0501496	-1.7725493	1.2213428	-1.9699402	-1.5606934	1.3361648	0.65556246	1.9542423	-1.4448186	2.281785	2.9879978	2.9730713	2.4290395	2.8091555	1.5639617	1.6242015	1.5798796	1.9969046	2.8309426	-0.9284142	0.24940537	2.9332645	1.7135822	1.8943846	-1.681705	1.7270532	0.9626432	0.5100057	-1.9832042	1	1	1	1	1	1	1	1	1	1
0.43995804	-1.0501777	-1.7725207	1.2214787	-1.9699621	-1.5607109	1.3361824	0.6554575	1.954286	-1.4449364	2.2689435	2.9854152	2.9693787	2.4169767	2.8008287	1.5490593	1.6094362	1.5650247	1.9830209	2.8229935	-0.92841834	0.24942818	2.933228	1.7137253	1.8942122	-1.6816542	1.726971	0.9625607	0.50998354	-1.9833316	1	1	1	1	1	1	1	1	1	1
0.43994325	-1.0502081	-1.7724913	1.2216171	-1.9699838	-1.5607296	1.3362013	0.6553557	1.9543265	-1.4450624	2.2560446	2.9826	2.9654691	2.4048421	2.7923687	1.5341281	1.5946466	1.5501428	1.9690953	2.8149	-0.9284202	0.24945322	2.9331868	1.7138652	1.8940501	-1.6816005	1.7268932	0.9624752	0.50996006	-1.9834579	1	1	1	1	1	1	1	1	1	1
0.43992612	-1.0502405	-1.7724617	1.2217575	-1.9700053	-1.56075	1.3362246	0.65525657	1.9543651	-1.4451967	2.2430906	2.9795568	2.9613464	2.3926394	2.7837787	1.5191716	1.5798296	1.5352349	1.9551221	2.8066654	-0.92842025	0.2494804	2.9331403	1.7140015	1.8938972	-1.6815448	1.7268218	0.96238923	0.5099359	-1.9835835	1	1	1	1	1	1	1	1	1	1
0.43990526	-1.0502746	-1.7724319	1.2218988	-1.9700267	-1.560772	1.3362541	0.6551596	1.9544035	-1.4453391	2.2300818	2.9762905	2.9570138	2.3803713	2.775062	1.504194	1.564981	1.5203036	1.9410968	2.7982934	-0.92842	0.24950962	2.933088	1.7141345	1.8937516	-1.6814907	1.7267574	0.96230465	0.50991255	-1.983708	1	1	1	1	1	1	1	1	1	1
0.43988204	-1.05031	-1.7724019	1.2220399	-1.9700482	-1.5607951	1.3362911	0.6550639	1.9544432	-1.4454889	2.2170165	2.9728057	2.9524753	2.3680394	2.766222	1.4891984	1.5500984	1.5053508	1.9270211	2.7897875	-0.92842144	0.24954069	2.93303	1.7142643	1.8936116	-1.681441	1.7266994	0.9622219	0.5098914	-1.9838316	1	1	1	1	1	1	1	1	1	1
0.43986037	-1.0503461	-1.7723718	1.2221802	-1.9700698	-1.5608188	1.3363352	0.6549684	1.9544841	-1.4456453	2.203893	2.969107	2.9477344	2.3556423	2.7572613	1.4741858	1.5351828	1.4903777	1.9129015	2.7811515	-0.92842627	0.24957338	2.9329655	1.7143905	1.8934753	-1.6813971	1.7266455	0.9621403	0.5098731	-1.9839544	1	1	1	1	1	1	1	1	1	1
0.43984428	-1.0503823	-1.7723415	1.2223201	-1.9700916	-1.5608432	1.3363854	0.65487176	1.9545242	-1.4458072	2.1907115	2.9651983	2.9427948	2.3431776	2.7481813	1.4591534	1.5202391	1.4753845	1.8987443	2.7723887	-0.92843515	0.24960738	2.932895	1.7145126	1.8933418	-1.6813585	1.7265933	0.9620583	0.50985676	-1.9840764	1	1	1	1	1	1	1	1	1	1
0.4398364	-1.0504175	-1.772311	1.22246	-1.9701145	-1.560869	1.3364414	0.6547732	1.9545612	-1.4459726	2.1774743	2.961084	2.9376605	2.3306432	2.7389832	1.444096	1.5052733	1.4603705	1.8845552	2.7635012	-0.928448	0.24964234	2.932818	1.7146298	1.8932109	-1.6813223	1.7265418	0.9619746	0.5098414	-1.9841979	1	1	1	1	1	1	1	1	1	1
0.43983838	-1.0504513	-1.7722802	1.2226007	-1.9701397	-1.5608958	1.3365034	0.6546726	1.9545937	-1.4461393	2.1641846	2.956767	2.9323359	2.31804	2.7296672	1.4290112	1.4902886	1.4453346	1.8703375	2.7544906	-0.9284645	0.24967782	2.9327345	1.7147416	1.8930832	-1.6812853	1.7264926	0.9618889	0.50982594	-1.9843187	1	1	1	1	1	1	1	1	1	1
0.4398502	-1.0504824	-1.7722491	1.2227424	-1.9701691	-1.5609226	1.3365695	0.6545706	1.9546204	-1.4463055	2.1508465	2.9522514	2.9268255	2.3053703	2.720234	1.4139018	1.4752895	1.4302748	1.8560915	2.7453587	-0.92848504	0.24971336	2.932645	1.7148485	1.8929595	-1.6812445	1.7264476	0.9618016	0.50980943	-1.9844383	1	1	1	1	1	1	1	1	1	1
0.43987027	-1.05051	-1.7722175	1.2228849	-1.9702042	-1.5609479	1.3366371	0.6544678	1.9546411	-1.4464694	2.1374633	2.9475393	2.9211345	2.2926385	2.7106838	1.3987725	1.4602764	1.4151896	1.8418138	2.7361066	-0.92851114	0.24974844	2.9325497	1.7149519	1.8928404	-1.6811985	1.7264076	0.9617136	0.50979114	-1.9845554	1	1	1	1	1	1	1	1	1	1
0.439896	-1.0505333	-1.7721853	1.2230276	-1.9702467	-1.5609701	1.3367034	0.6543655	1.9546558	-1.4466298	2.1240342	2.9426334	2.9152682	2.2798486	2.7010174	1.3836265	1.445245	1.4000775	1.8274987	2.7267363	-0.9285453	0.24978253	2.932448	1.7150537	1.8927265	-1.6811471	1.7263731	0.96162635	0.50977015	-1.9846683	1	1	1	1	1	1	1	1	1	1
0.4399243	-1.0505513	-1.7721525	1.2231696	-1.9702971	-1.5609875	1.3367668	0.6542651	1.9546645	-1.4467863	2.110556	2.9375353	2.9092324	2.2670035	2.6912353	1.3684652	1.4301898	1.3849384	1.8131431	2.7172499	-0.9285895	0.24981514	2.9323392	1.7151562	1.8926181	-1.6810911	1.7263439	0.9615414	0.5097457	-1.9847753	1	1	1	1	1	1	1	1	1	1
0.43995273	-1.0505635	-1.7721193	1.22331	-1.9703549	-1.5609994	1.3368275	0.6541683	1.9546671	-1.4469402	2.0970256	2.932247	2.9030323	2.2541053	2.6813383	1.3532876	1.4151065	1.3697742	1.7987491	2.7076502	-0.92864436	0.24984576	2.9322228	1.7152607	1.8925147	-1.6810321	1.7263207	0.9614606	0.5097172	-1.984875	1	1	1	1	1	1	1	1	1	1
0.4399807	-1.0505693	-1.7720857	1.223448	-1.9704182	-1.5610057	1.3368868	0.65407616	1.9546629	-1.447093	2.0834444	2.9267697	2.8966722	2.2411537	2.6713269	1.338091	1.3999925	1.3545873	1.7843225	2.6979403	-0.9287095	0.24987394	2.9320984	1.7153676	1.8924152	-1.680972	1.7263048	0.9613856	0.50968426	-1.9849664	1	1	1	1	1	1	1	1	1	1
0.44000798	-1.0505686	-1.7720517	1.2235829	-1.9704838	-1.5610086	1.336946	0.6539892	1.954651	-1.4472464	2.069815	2.9211054	2.8901556	2.2281466	2.6612027	1.3228714	1.3848486	1.3393784	1.7698687	2.6881223	-0.9287833	0.24989933	2.931965	1.7154769	1.8923179	-1.6809127	1.7262961	0.9613175	0.5096464	-1.9850489	1	1	1	1	1	1	1	1	1	1
0.4400346	-1.0505615	-1.7720174	1.2237141	-1.9705484	-1.5610118	1.3370062	0.65390766	1.9546306	-1.447402	2.0561407	2.9152567	2.883484	2.2150815	2.650969	1.3076272	1.3696783	1.3241489	1.7553899	2.678195	-0.9288631	0.2499219	2.9318225	1.7155885	1.8922207	-1.6808556	1.7262938	0.96125656	0.5096036	-1.985122	1	1	1	1	1	1	1	1	1	1
0.44006044	-1.0505487	-1.7719826	1.2238417	-1.9706094	-1.5610193	1.3370681	0.65383124	1.9546021	-1.4475607	2.0424235	2.9092264	2.8766582	2.201959	2.6406295	1.2923607	1.3544832	1.3089008	1.7408857	2.6681569	-0.9289459	0.2499418	2.9316707	1.7157024	1.8921221	-1.6808012	1.7262955	0.9612024	0.5095565	-1.9851853	1	1	1	1	1	1	1	1	1	1
0.44008473	-1.0505308	-1.7719471	1.2239661	-1.9706657	-1.5610336	1.3371321	0.65375876	1.9545668	-1.4477226	2.0286632	2.903018	2.8696783	2.1887817	2.6301868	1.277075	1.3392662	1.293636	1.7263535	2.6580062	-0.9290281	0.24995925	2.9315095	1.7158196	1.8920208	-1.6807493	1.7262982	0.9611538	0.5095061	-1.9852391	1	1	1	1	1	1	1	1	1	1
0.44010702	-1.0505089	-1.7719108	1.2240883	-1.9707165	-1.5610552	1.3371991	0.65368944	1.9545268	-1.4478871	2.0148597	2.8966346	2.8625433	2.175554	2.6196437	1.2617718	1.3240304	1.2783562	1.711789	2.6477437	-0.92910707	0.2499746	2.9313395	1.7159412	1.8919162	-1.6807002	1.7262999	0.96110916	0.5094537	-1.9852843	1	1	1	1	1	1	1	1	1	1
0.44012764	-1.0504843	-1.771873	1.224209	-1.9707623	-1.5610831	1.3372701	0.6536229	1.954484	-1.4480525	2.0010142	2.8900802	2.8552537	2.162279	2.6090038	1.2464517	1.3087783	1.2630627	1.697188	2.637373	-0.92918193	0.24998827	2.9311612	1.7160685	1.8918082	-1.6806539	1.7262995	0.96106714	0.5093996	-1.9853216	1	1	1	1	1	1	1	1	1	1
0.44014767	-1.0504588	-1.7718331	1.2243288	-1.9708039	-1.5611154	1.3373466	0.653558	1.954441	-1.4482173	1.9871291	2.8833587	2.8478105	2.1489573	2.5982704	1.2311163	1.2935131	1.2477539	1.6825491	2.6268983	-0.9292538	0.25000077	2.9309752	1.7162023	1.8916974	-1.6806116	1.7262977	0.9610274	0.5093434	-1.985353	1	1	1	1	1	1	1	1	1	1
0.44016826	-1.050434	-1.7717909	1.2244476	-1.9708425	-1.5611504	1.3374294	0.65349233	1.9544002	-1.4483806	1.9732064	2.8764744	2.8402157	2.1355882	2.5874462	1.2157669	1.2782378	1.2324262	1.6678747	2.6163242	-0.9293258	0.25001267	2.9307826	1.7163417	1.8915849	-1.6805729	1.7262956	0.96099037	0.5092844	-1.9853806	1	1	1	1	1	1	1	1	1	1
0.44019017	-1.0504116	-1.7717463	1.2245642	-1.9708793	-1.561188	1.3375187	0.65342265	1.9543636	-1.4485422	1.9592465	2.8694315	2.8324714	2.122169	2.5765333	1.2004033	1.262952	1.2170771	1.6531693	2.6056545	-0.9294017	0.25002456	2.9305847	1.7164854	1.8914721	-1.6805359	1.7262944	0.960957	0.509222	-1.985407	1	1	1	1	1	1	1	1	1	1
0.44021377	-1.0503931	-1.7716994	1.2246761	-1.9709157	-1.5612279	1.3376132	0.6533463	1.9543324	-1.4487019	1.9452481	2.862234	2.8245802	2.108695	2.5655332	1.185024	1.247652	1.2017058	1.6384354	2.5948925	-0.9294848	0.25003695	2.930383	1.7166326	1.8913603	-1.6804981	1.7262949	0.9609275	0.50915587	-1.9854344	1	1	1	1	1	1	1	1	1	1
0.44024047	-1.0503793	-1.7716506	1.2247815	-1.9709527	-1.5612693	1.3377098	0.65326226	1.9543059	-1.4488591	1.9312083	2.8548865	2.8165452	2.095165	2.5544457	1.169628	1.2323333	1.1863145	1.6236758	2.584041	-0.92957675	0.25005028	2.9301796	1.7167836	1.89125	-1.6804578	1.7262962	0.96090084	0.5090857	-1.9854652	1	1	1	1	1	1	1	1	1	1
0.44027284	-1.0503702	-1.7715999	1.2248796	-1.9709911	-1.5613103	1.3378052	0.65317035	1.9542824	-1.4490137	1.9171244	2.8473928	2.8083692	2.0815809	2.5432699	1.1542152	1.2169905	1.1709093	1.6088926	2.5731022	-0.9296772	0.25006485	2.9299762	1.7169366	1.8911405	-1.680414	1.7262969	0.9608764	0.5090114	-1.9855009	1	1	1	1	1	1	1	1	1	1
0.4403143	-1.0503654	-1.7715484	1.2249712	-1.971031	-1.561349	1.337897	0.6530711	1.9542599	-1.4491657	1.9029983	2.8397567	2.8000538	2.0679474	2.5320046	1.1387861	1.2016213	1.1554947	1.5940853	2.5620763	-0.9297835	0.2500811	2.9297748	1.7170885	1.8910303	-1.6803668	1.7262955	0.9608542	0.508934	-1.9855422	1	1	1	1	1	1	1	1	1	1
0.44036734	-1.0503641	-1.7714971	1.2250578	-1.9710724	-1.5613846	1.3379846	0.6529662	1.9542372	-1.449316	1.8888342	2.831982	2.7916005	2.0542686	2.5206513	1.1233423	1.1862277	1.1400685	1.5792526	2.5509639	-0.9298917	0.25009945	2.9295776	1.7172378	1.8909186	-1.680318	1.7262908	0.96083415	0.50885576	-1.985588	1	1	1	1	1	1	1	1	1	1
0.44043317	-1.0503654	-1.7714473	1.2251414	-1.9711157	-1.561418	1.3380684	0.6528581	1.9542142	-1.4494661	1.8746358	2.8240705	2.7830098	2.040547	2.509213	1.1078852	1.1708126	1.1246253	1.5643922	2.5397658	-0.9299986	0.25012037	2.9293864	1.717384	1.8908052	-1.6802698	1.7262826	0.9608152	0.5087788	-1.9856362	1	1	1	1	1	1	1	1	1	1
0.44051197	-1.0503687	-1.7713997	1.2252245	-1.9711605	-1.5614516	1.338148	0.6527481	1.9541911	-1.4496173	1.8604039	2.8160233	2.7742827	2.0267808	2.497693	1.0924162	1.1553802	1.1091624	1.5495032	2.5284839	-0.9301037	0.25014418	2.9292026	1.7175272	1.8906907	-1.6802242	1.7262703	0.9607956	0.50870436	-1.9856844	1	1	1	1	1	1	1	1	1	1
0.4406022	-1.0503733	-1.7713549	1.2253095	-1.9712064	-1.5614876	1.3382224	0.6526378	1.9541678	-1.4497701	1.8461379	2.8078408	2.7654214	2.0129678	2.486095	1.0769353	1.1399349	1.0936795	1.5345865	2.5171204	-0.9302069	0.25017104	2.9290268	1.7176682	1.8905764	-1.6801817	1.7262522	0.96077424	0.5086323	-1.9857298	1	1	1	1	1	1	1	1	1	1
0.44070107	-1.0503796	-1.7713126	1.2253977	-1.9712529	-1.5615269	1.3382914	0.65252835	1.9541446	-1.449924	1.8318368	2.7995224	2.7564282	1.9991071	2.4744208	1.0614407	1.1244788	1.078176	1.5196426	2.5056777	-0.930308	0.25020105	2.9288595	1.7178086	1.890464	-1.6801422	1.7262269	0.9607529	0.50856155	-1.9857714	1	1	1	1	1	1	1	1	1	1
0.44080603	-1.0503886	-1.7712724	1.2254899	-1.9712995	-1.5615697	1.3383564	0.6524207	1.9541216	-1.4500773	1.8174981	2.7910686	2.7473073	1.985201	2.4626713	1.0459297	1.1090118	1.0626531	1.504671	2.4941578	-0.9304078	0.25023445	2.9286997	1.7179495	1.8903551	-1.680105	1.7261947	0.9607342	0.5084904	-1.9858096	1	1	1	1	1	1	1	1	1	1
0.44091538	-1.0504018	-1.7712337	1.225586	-1.9713455	-1.5616152	1.33842	0.6523152	1.9540989	-1.4502279	1.8031199	2.7824807	2.7380629	1.9712532	2.4508455	1.0304002	1.0935315	1.0471131	1.4896731	2.482562	-0.930508	0.25027168	2.9285471	1.7180909	1.8902514	-1.6800697	1.7261577	0.9607208	0.5084166	-1.9858452	1	1	1	1	1	1	1	1	1	1
0.44102752	-1.0504211	-1.7711959	1.2256854	-1.9713906	-1.5616605	1.338485	0.6522118	1.9540776	-1.4503735	1.7887043	2.7737603	2.7286994	1.9572667	2.4389427	1.0148554	1.0780346	1.0315593	1.4746528	2.47089	-0.9306099	0.2503129	2.9284008	1.7182322	1.8901541	-1.680037	1.726118	0.96071607	0.5083389	-1.9858793	1	1	1	1	1	1	1	1	1	1
0.44114146	-1.050448	-1.7711588	1.2257863	-1.9714345	-1.5617025	1.3385524	0.6521105	1.9540595	-1.4505124	1.7742562	2.7649093	2.719221	1.9432436	2.4269636	0.99929863	1.0625211	1.0159956	1.4596143	2.4591405	-0.9307138	0.250358	2.9282596	1.7183731	1.8900636	-1.6800078	1.7260768	0.9607212	0.5082573	-1.9859132	1	1	1	1	1	1	1	1	1	1
0.4412565	-1.0504832	-1.7711222	1.2258872	-1.971477	-1.5617394	1.3386209	0.6520115	1.9540454	-1.450644	1.7597803	2.7559302	2.7096312	1.9291847	2.4149103	0.9837305	1.0469955	1.000423	1.4445599	2.4473124	-0.93081886	0.25040653	2.9281223	1.7185133	1.8899797	-1.6799823	1.7260344	0.9607354	0.5081718	-1.9859474	1	1	1	1	1	1	1	1	1	1
0.44137105	-1.0505272	-1.7710861	1.2259871	-1.9715179	-1.5617715	1.3386875	0.65191466	1.9540342	-1.4507694	1.745278	2.7468257	2.6999328	1.9150878	2.402786	0.96814793	1.0314614	0.9848406	1.4294906	2.4354048	-0.93092346	0.25045773	2.9279876	1.7186514	1.8899019	-1.6799599	1.7259903	0.96075666	0.50808144	-1.9859823	1	1	1	1	1	1	1	1	1	1
0.44148257	-1.0505793	-1.7710502	1.2260855	-1.9715567	-1.5618001	1.3387487	0.65181947	1.9540242	-1.4508922	1.7307479	2.737599	2.690128	1.9009511	2.3905926	0.95254636	1.0159168	0.96924555	1.4144045	2.4234176	-0.9310256	0.2505105	2.9278545	1.7187856	1.8898301	-1.679939	1.7259437	0.96078247	0.50798595	-1.9860173	1	1	1	1	1	1	1	1	1	1
0.44158834	-1.0506378	-1.7710147	1.2261821	-1.9715927	-1.5618279	1.3388022	0.6517251	1.9540142	-1.4510174	1.7161868	2.7282534	2.6802187	1.8867747	2.378331	0.936924	1.0003563	0.95363456	1.3992991	2.4113517	-0.93112355	0.25056368	2.9277227	1.718914	1.8897642	-1.6799178	1.7258943	0.9608103	0.5078859	-1.9860513	1	1	1	1	1	1	1	1	1	1
0.4416866	-1.0507005	-1.7709801	1.2262757	-1.971625	-1.5618576	1.3388482	0.6516311	1.9540045	-1.4511498	1.7015908	2.7187924	2.6702063	1.8725605	2.3660016	0.9212824	0.98477554	0.93800545	1.3841717	2.399211	-0.9312153	0.25061625	2.9275918	1.7190349	1.8897035	-1.6798943	1.7258434	0.9608379	0.5077817	-1.9860828	1	1	1	1	1	1	1	1	1	1
0.44177753	-1.0507654	-1.7709476	1.2263649	-1.9716529	-1.5618904	1.3388876	0.65153766	1.9539969	-1.4512925	1.6869594	2.7092195	2.6600914	1.8583121	2.3536046	0.90562594	0.96917284	0.9223583	1.3690209	2.386999	-0.93130064	0.2506677	2.9274626	1.7191476	1.8896468	-1.6798677	1.7257918	0.9608638	0.5076732	-1.9861108	1	1	1	1	1	1	1	1	1	1
0.441863	-1.050831	-1.7709185	1.2264479	-1.9716763	-1.5619271	1.3389219	0.6514449	1.9539938	-1.4514458	1.6722969	2.6995358	2.649874	1.8440324	2.341139	0.88995904	0.95355034	0.90669465	1.3538479	2.3747172	-0.93138105	0.2507182	2.9273365	1.7192521	1.8895922	-1.6798382	1.7257404	0.9608878	0.5075597	-1.9861352	1	1	1	1	1	1	1	1	1	1
0.44194472	-1.0508962	-1.7708943	1.2265241	-1.9716957	-1.5619684	1.3389535	0.65135235	1.9539975	-1.4516084	1.657609	2.689743	2.639554	1.8297228	2.3286057	0.87428355	0.93791354	0.8910177	1.3386538	2.3623672	-0.9314581	0.25076836	2.9272149	1.7193494	1.8895376	-1.6798055	1.7256902	0.96090984	0.50743985	-1.9861562	1	1	1	1	1	1	1	1	1	1
0.44202226	-1.0509611	-1.7708765	1.2265935	-1.9717106	-1.5620154	1.3389843	0.6512588	1.9540089	-1.4517778	1.6428984	2.6798425	2.6291316	1.8153825	2.316006	0.8585976	0.922272	0.8753309	1.3234383	2.3499494	-0.93153214	0.25081897	2.9270992	1.7194408	1.8894808	-1.6797694	1.7256424	0.9609303	0.5073123	-1.9861745	1	1	1	1	1	1	1	1	1	1
0.44209522	-1.0510263	-1.7708665	1.2266566	-1.9717201	-1.5620697	1.3390146	0.6511631	1.9540279	-1.4519511	1.6281652	2.6698363	2.6186073	1.8010099	2.303343	0.8428989	0.9066316	0.85963774	1.3082014	2.3374653	-0.9316027	0.25087097	2.9269905	1.7195284	1.8894203	-1.6797285	1.7255969	0.9609501	0.50717705	-1.9861912	1	1	1	1	1	1	1	1	1	1
0.44216356	-1.0510927	-1.7708653	1.2267143	-1.971723	-1.5621326	1.3390434	0.6510645	1.9540533	-1.452126	1.6134068	2.659726	2.6079822	1.7866048	2.290619	0.827187	0.8909901	0.84393984	1.292944	2.3249178	-0.93166876	0.25092518	2.9268892	1.7196137	1.8893547	-1.6796819	1.7255521	0.9609708	0.50703543	-1.9862064	1	1	1	1	1	1	1	1	1	1
0.44222787	-1.0511608	-1.7708734	1.226768	-1.9717182	-1.5622038	1.3390677	0.65096426	1.9540833	-1.4523008	1.5986205	2.6495123	2.5972571	1.7721666	2.2778354	0.811462	0.8753389	0.828236	1.2776667	2.3123095	-0.9317296	0.25098193	2.9267957	1.7196971	1.8892834	-1.6796299	1.7255056	0.9609933	0.5068896	-1.9862192	1	1	1	1	1	1	1	1	1	1
0.44228902	-1.0512309	-1.7708908	1.2268184	-1.9717053	-1.5622814	1.3390857	0.6508658	1.9541161	-1.4524753	1.5838057	2.6391966	2.5864346	1.7576942	2.2649934	0.7957265	0.8596711	0.81252366	1.2623693	2.2996418	-0.931786	0.2510407	2.9267097	1.7197784	1.8892066	-1.6795751	1.7254553	0.96101665	0.506742	-1.9862278	1	1	1	1	1	1	1	1	1	1
